Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2023,Q,4,Minneapolis,North Central,,Industrial,54981787,0.018,260960,303000,,,
CBRE,2023,Q,4,Minneapolis,Minneapolis,,Industrial,25428010,0.014,24602,0,,,
CBRE,2023,Q,4,Minneapolis,St Paul,,Industrial,16034203,0.028,-85883,0,,,
CBRE,2023,Q,4,Minneapolis,Midway,,Industrial,30358306,0.02,55253,182000,,,
CBRE,2023,Q,4,Minneapolis,Metro Overall,Total,Industrial,360257004,0.038,1805090,3552278,7.48,,
CBRE,2023,Q,4,Nashville,Allied Drive/I-65,,Overall,18752639,0.014,28283,0,12.03,,
CBRE,2023,Q,4,Nashville,CBD/Polk Avenue,,Overall,12953850,0.023,0,0,9.32,,
CBRE,2023,Q,4,Nashville,Elm Hill Pike/I-40,,Overall,33132921,0.028,40943,884947,10.24,,
CBRE,2023,Q,4,Nashville,I-840,,Overall,23067043,0.031,460742,3667755,6.64,,
CBRE,2023,Q,4,Nashville,Interchange City,,Overall,75087248,0.035,446352,744692,8.62,,
CBRE,2023,Q,4,Nashville,MetroCenter/Cockrill Bend,,Overall,13260888,0.014,7600,1770170,11.76,,
CBRE,2023,Q,4,Nashville,Northeast/I-65N Corridor,,Overall,41934882,0.057,138020,3256587,6.19,,
CBRE,2023,Q,4,Nashville,NASHVILLE,NASHVILLE,Warehouse/Distribution,136652406,0.048,996538,10324151,7.56,,
CBRE,2023,Q,4,Nashville,NASHVILLE,NASHVILLE,Manufacturing,66851504,0.003,15000,0,8.48,,
CBRE,2023,Q,4,Nashville,NASHVILLE,NASHVILLE,R&D/Flex,11057877,0.055,72860,0,13.34,,
CBRE,2023,Q,4,Nashville,NASHVILLE,NASHVILLE,Overall,218189471,0.034,1121940,10324151,7.84,,
CBRE,2023,Q,4,Norfolk,Southside,,Warehouse,54121221,0.032,1564685,3348826,9.02,,
CBRE,2023,Q,4,Norfolk,Peninsula,,Warehouse,15212902,0.018,5608,1213789,7.68,,
CBRE,2023,Q,4,Norfolk,Overall,,Warehouse,69334123,0.029,1570293,4562615,8.81,,
CBRE,2023,Q,4,Norfolk,Southside,,Flex,9980043,0.069,21152,,12.36,,
CBRE,2023,Q,4,Norfolk,Peninsula,,Flex,2370830,0.01,269,,9.28,,
CBRE,2023,Q,4,Norfolk,Overall,,Flex,12350873,0.058,21421,,11.6,,
CBRE,2023,Q,4,Norfolk,Southside,,Overall Industrial,64101264,0.037,1585837,3348826,9.77,,
CBRE,2023,Q,4,Norfolk,Peninsula,,Overall Industrial,17583732,0.017,5877,1213789,8.24,,
CBRE,2023,Q,4,Norfolk,Overall,,Overall Industrial,81684996,0.033,1591714,4562615,9.54,,
CBRE,2023,Q,4,North East Contra Costa County,Concord,,Industrial,8153958,0.05,2106,,,1.4,
CBRE,2023,Q,4,North East Contra Costa County,Martinez/Pacheco,,Industrial,2458309,0.022,13034,,,1.25,
CBRE,2023,Q,4,North East Contra Costa County,Pleasant Hill,,Industrial,391324,0,0,,,1.25,
CBRE,2023,Q,4,North East Contra Costa County,Walnut Creek,,Industrial,991703,0,0,,,1.5,
CBRE,2023,Q,4,North East Contra Costa County,Antioch/Oakley,,Industrial,2963280,0.002,-5000,,,0.9,
CBRE,2023,Q,4,North East Contra Costa County,Pittsburg,,Industrial,4398012,0.13,-49500,,,0.85,
CBRE,2023,Q,4,North East Contra Costa County,Brentwood,,Industrial,3064711,0.04,-3322,,,1.15,
CBRE,2023,Q,4,North East Contra Costa County,Total Market,,Industrial,22421297,0.052,-42682,,,1.11,
CBRE,2023,Q,4,North East Contra Costa County,Total Market,,Warehouse,15032806,0.034,-38314,,1.08,,
CBRE,2023,Q,4,North East Contra Costa County,Total Market,,Manufacturing,3053497,0.117,0,,1.08,,
CBRE,2023,Q,4,North East Contra Costa County,Total Market,,R&D Flex,4334994,0.068,-4368,,1.18,,
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Central Bergen,Industrial,33200000,0.033,-109300,394400,15.37,,131000
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Fairfield Market,Industrial,18900000,0.034,-63300,0,15.97,,218300
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Hudson Waterfront,Industrial,65900000,0.039,-80200,1338700,20.36,,525900
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Meadowlands,Industrial,93900000,0.063,-47500,867500,19.34,,312400
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Morris Region,Industrial,41100000,0.065,-485400,121400,15.19,,261300
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Newark,Industrial,53900000,0.03,229400,366400,21.36,,74000
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,North East Bergen,Industrial,8100000,0.034,35800,0,14.15,,184200
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,North West Bergen,Industrial,19100000,0.049,159000,208300,19.23,,82900
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Rt 23 North,Industrial,600000,0,0,0,0,,0
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Rt 280 Corridor,Industrial,4400000,0.029,-88000,0,11,,113000
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Rt 46/23/2 Interchange,Industrial,57900000,0.039,-141800,295500,15.04,,125500
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ,Suburban Essex,Industrial,6800000,0.04,-750,0,21.98,,169200
CBRE,2023,Q,4,Northern and Central New Jersey,Northern NJ Total,,Industrial,404000000,0.045,-599000,3592200,18.1,,6184400
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Brunswicks/Exit 9,Industrial,28500000,0.061,415100,129700,17.43,,654000
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Carteret/Avenel,Industrial,30900000,0.123,-210900,0,19.48,,293000
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Central Union,Industrial,24500000,0.021,490,209200,18.41,,0
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Exit 8A,Industrial,80700000,0.032,-435000,292000,15.79,,700400
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Hunterdon/Warren,Industrial,14900000,0.029,-66400,40000,8.72,,82500
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Linden/Elizabeth,Industrial,46000000,0.054,664200,677400,19.94,,103000
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Monmouth,Industrial,27200000,0.078,-146300,2172800,14.31,,222400
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Princeton,Industrial,15900000,0.05,227000,160500,14.19,,0
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Route 287/Exit 10,Industrial,110500000,0.034,46400,1703300,17.87,,734800
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Route 78 East,Industrial,9800000,0.035,-166900,0,15.44,,25200
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Somerset,Industrial,40300000,0.033,600,732700,16.45,,329600
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ,Trenton/295,Industrial,32800000,0.028,-231100,652100,14.02,,267800
CBRE,2023,Q,4,Northern and Central New Jersey,Central NJ Total,,Industrial,461900000,0.045,531900,6769700,17.18,,3412700
CBRE,2023,Q,4,Northern and Central New Jersey,NJ Total,,Industrial,865900000,0.045,-67100,10361900,17.53,,5441200
CBRE,2023,Q,4,Northern Virginia,City of Alexandria,,Overall Industrial,3805108,0.055,7372,,15.38,,
CBRE,2023,Q,4,Northern Virginia,Arlington County,,Overall Industrial,670131,,3195,,,,
CBRE,2023,Q,4,Northern Virginia,Fairfax County,,Overall Industrial,34029236,0.058,-175187,,15.76,,
CBRE,2023,Q,4,Northern Virginia,Loudoun County,,Overall Industrial,19982114,0.033,18940,432920,16.62,,
CBRE,2023,Q,4,Northern Virginia,Prince William County,,Overall Industrial,18040248,0.044,163640,91172,16.27,,
CBRE,2023,Q,4,Northern Virginia,Total,,Overall Industrial,76526837,0.048,17960,524092,15.96,,
CBRE,2023,Q,4,Northern Virginia,City of Alexandria,,Warehouse,3178925,0.059,3978,,15.4,,
CBRE,2023,Q,4,Northern Virginia,Arlington County,,Warehouse,531322,,,,,,
CBRE,2023,Q,4,Northern Virginia,Fairfax County,,Warehouse,19950883,0.045,-130074,,15.6,,
CBRE,2023,Q,4,Northern Virginia,Loudoun County,,Warehouse,13221993,0.021,-29370,432920,18.25,,
CBRE,2023,Q,4,Northern Virginia,Prince William County,,Warehouse,13507840,0.047,138409,91172,16.03,,
CBRE,2023,Q,4,Northern Virginia,Total,,Warehouse,50390963,0.04,-17057,524092,16.14,,
CBRE,2023,Q,4,Northern Virginia,City of Alexandria,,Flex,626183,0.033,3394,,15.27,,
CBRE,2023,Q,4,Northern Virginia,Arlington County,,Flex,138809,,3195,,,,
CBRE,2023,Q,4,Northern Virginia,Fairfax County,,Flex,14078353,0.077,-45113,,15.85,,
CBRE,2023,Q,4,Northern Virginia,Loudoun County,,Flex,6760121,0.058,48310,,14.84,,
CBRE,2023,Q,4,Northern Virginia,Prince William County,,Flex,4532408,0.036,25231,,16.8,,
CBRE,2023,Q,4,Northern Virginia,Total,,Flex,26135874,0.063,35017,,15.79,,
CBRE,2023,Q,4,Oakland,Richmond,,Industrial,13264656,0.041,18866,,1.3,,
CBRE,2023,Q,4,Oakland,Berkeley,,Industrial,5026333,0.015,-3531,,1.75,,
CBRE,2023,Q,4,Oakland,Emeryville,,Industrial,2292824,0.048,-19285,,1.75,,
CBRE,2023,Q,4,Oakland,Oakland,,Industrial,34519347,0.05,-162842,,1.35,,
CBRE,2023,Q,4,Oakland,Alameda,,Industrial,3689884,0.035,141000,,1.5,,
CBRE,2023,Q,4,Oakland,San Leandro,,Industrial,20085618,0.034,-29560,,1.4,,
CBRE,2023,Q,4,Oakland,San Lorenzo,,Industrial,1104363,0.01,0,,1.1,,
CBRE,2023,Q,4,Oakland,Hayward,,Industrial,35239927,0.033,46985,,1.4,,
CBRE,2023,Q,4,Oakland,Union City,,Industrial,12628912,0.036,-102429,,1.4,,
CBRE,2023,Q,4,Oakland,Oakland Ind. Market,Total,Industrial,127851864,0.038,-110796,1160000,1.38,,
CBRE,2023,Q,4,Orange County,North Orange County,,Industrial,114854301,0.009,7150,678753,1.78,,
CBRE,2023,Q,4,Orange County,West Orange County,,Industrial,42334816,0.017,182378,149335,1.79,0,
CBRE,2023,Q,4,Orange County,Greater Airport Area,,Industrial,66922909,0.018,-87820,340595,1.86,448382,
CBRE,2023,Q,4,Orange County,South Orange County,,Industrial,33927120,0.008,7159,230503,1.79,0,
CBRE,2023,Q,4,Orange County,Orange County Total,,Total,258039146,0.012,108867,1399186,1.81,446948,
CBRE,2023,Q,4,Orlando,Lake,,Industrial,11254647,0.131,236283,1572155,7.4,,
CBRE,2023,Q,4,Orlando,NE Orange,,Industrial,5432678,0.031,233091,246580,16.6,,
CBRE,2023,Q,4,Orlando,NW Orange,,Industrial,30960589,0.147,935899,529368,7.63,,
CBRE,2023,Q,4,Orlando,Osceola,,Industrial,7331817,0.034,939603,481944,10.38,,
CBRE,2023,Q,4,Orlando,Seminole,,Industrial,18367111,0.058,163142,163700,11.1,,
CBRE,2023,Q,4,Orlando,SE Orange,,Industrial,45810780,0.039,1119880,1594212,10.56,,
CBRE,2023,Q,4,Orlando,SW Orange,,Industrial,28744409,0.026,557533,,11.57,,
CBRE,2023,Q,4,Orlando,Orlando Total,,,147902031,0.068,4185431,4587989,8.84,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Adams County,Industrial,2516961,0,4840,,,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Cumberland County,Industrial,65704519,0.021,-240456,,8.33,100000,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Dauphin County,Industrial,31263226,0.088,1008967,,8.41,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Franklin County,Industrial,25610516,0.134,2530947,,7.28,1006500,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Lancaster County,Industrial,56157208,0.056,-1488791,325000,8.68,300240,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,Lebanon County,Industrial,15955130,0.024,173327,1113178,7.18,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA,York County,Industrial,71820741,0.03,3740282,869120,6.64,54025,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Central PA Subtotal,,,269028301,0.049,5729116,2307298,7.92,1460765,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Lehigh Valley PA,Berks County,Industrial,40346448,0.128,-46381,,9.55,91555,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Lehigh Valley PA,Lehigh County,Industrial,64029411,0.04,-324876,,11.58,310800,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Lehigh Valley PA,Northampton County,Industrial,51597078,0.074,2043425,1859848,11.63,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Lehigh Valley PA Subtotal,,,155972937,0.074,1672168,1859848,11.01,402355,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA,Carbon County,Industrial,1253747,0,921328,,,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA,Lackawanna County,Industrial,20396434,0.063,1172179,,5.63,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA,Luzerne County,Industrial,54364781,0.047,3724944,437500,7.54,1857500,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA,Monroe County,Industrial,7913851,0.185,307000,,7.32,,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA,Schuylkill County,Industrial,17667338,0.172,-131398,,7,1229136,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Northeast PA Subtotal,,,101596151,0.082,5994053,437500,6.95,3086636,
CBRE,2023,Q,4,PA I-78 I-81 Corridor,Total,,,526597389,0.063,13395337,4604646,9.02,4949756,
CBRE,2023,Q,4,Palm Beach,Boca Raton,,Industrial,7455058,0.0337,-6796,,19,,
CBRE,2023,Q,4,Palm Beach,Boynton Beach,,Industrial,4431245,0.0167,-5763,,17,,
CBRE,2023,Q,4,Palm Beach,Delray Beach,,Industrial,2907748,0.0174,-4284,,17.5,,
CBRE,2023,Q,4,Palm Beach,Jupiter,,Industrial,1682839,0.0186,0,,13,,
CBRE,2023,Q,4,Palm Beach,Lake Worth,,Industrial,3910625,0.0506,88379,,13,,
CBRE,2023,Q,4,Palm Beach,PB Outlying,,Industrial,4018718,0.082,5868,1105327,11.5,,
CBRE,2023,Q,4,Palm Beach,Riviera Beach,,Industrial,12523055,0.0381,-2698,,14.5,,
CBRE,2023,Q,4,Palm Beach,West Palm Beach,,Industrial,14665605,0.0498,-4114,435442,16.5,,
CBRE,2023,Q,4,Palm Beach,Total Palm Beach,,Industrial,51594893,0.0415,70592,1540769,15.75,,
CBRE,2023,Q,4,Philadelphia,Southeast PA,Bucks County,,53770951,0.071,,177584,11.23,1155656,
CBRE,2023,Q,4,Philadelphia,Southeast PA,Chester County,,22599817,0.045,,0,12.59,0,
CBRE,2023,Q,4,Philadelphia,Southeast PA,Delaware County,,20984581,0.044,,479400,12.85,0,
CBRE,2023,Q,4,Philadelphia,Southeast PA,Montgomery County,,55538109,0.061,,0,11.38,0,
CBRE,2023,Q,4,Philadelphia,Southeast PA,Philadelphia County,,56329175,0.058,,1246800,12,910818,
CBRE,2023,Q,4,Philadelphia,Southeast PA,,,209222633,0.059,,1903784,11.68,2066474,
CBRE,2023,Q,4,Philadelphia,Southern NJ,Burlington County,,64108887,0.162,,1081670,13.35,4621834,
CBRE,2023,Q,4,Philadelphia,Southern NJ,Camden County,,27219538,0.037,,80400,9.82,162150,
CBRE,2023,Q,4,Philadelphia,Southern NJ,Gloucester County,,36005068,0.066,,653575,12.03,1094785,
CBRE,2023,Q,4,Philadelphia,Southern NJ,Salem County,,7708119,0.124,,2312500,11.58,587750,
CBRE,2023,Q,4,Philadelphia,Southern NJ,,,135041612,0.109,,4128145,12.84,6466519,
CBRE,2023,Q,4,Philadelphia,Northern DE,New Castle County,,32813117,0.064,,807240,11.3,1446448,
CBRE,2023,Q,4,Philadelphia,Total,,,377077362,0.077,,6839169,12.31,9979441,
CBRE,2023,Q,4,Phoenix,Northeast Valley,,,13850686,0.028,72342,0,1.43,0,
CBRE,2023,Q,4,Phoenix,Southeast Valley,,,94338637,0.083,1055571,11507631,1.28,4348874,
CBRE,2023,Q,4,Phoenix,Airport Area,,,76874853,0.038,-196374,276063,1.25,60000,
CBRE,2023,Q,4,Phoenix,Southwest Valley,,,171487431,0.1,1871524,25283624,0.73,3022119,
CBRE,2023,Q,4,Phoenix,Northwest Valley,,,53491792,0.037,-65417,2096749,1.16,544879,
CBRE,2023,Q,4,Phoenix,Phoenix Total,,,410035240,0.074,2737646,39164067,1.08,7975872,
CBRE,2023,Q,4,Pittsburgh,Beaver County,,Warehouse/Distribution,11361468,0.039,-4240,,6.76,,
CBRE,2023,Q,4,Pittsburgh,Butler County,,Warehouse/Distribution,8649499,0.026,0,,6.88,,
CBRE,2023,Q,4,Pittsburgh,City of Pittsburgh,,Warehouse/Distribution,14522700,0.023,17672,,8.15,,
CBRE,2023,Q,4,Pittsburgh,Cranberry,,Warehouse/Distribution,7274227,0.007,13997,,,,
CBRE,2023,Q,4,Pittsburgh,East,,Warehouse/Distribution,8908740,0.126,-22078,,5.44,,
CBRE,2023,Q,4,Pittsburgh,Northeast,,Warehouse/Distribution,11118447,0.006,0,,9.35,,
CBRE,2023,Q,4,Pittsburgh,Northwest,,Warehouse/Distribution,6251308,0.022,112420,,11,,
CBRE,2023,Q,4,Pittsburgh,South,,Warehouse/Distribution,10150151,0.004,37700,,7.32,,
CBRE,2023,Q,4,Pittsburgh,Washington County,,Warehouse/Distribution,12024034,0.048,0,,5.67,,
CBRE,2023,Q,4,Pittsburgh,West,,Warehouse/Distribution,20318954,0.062,6280,,7.24,,
CBRE,2023,Q,4,Pittsburgh,Westmoreland County,,Warehouse/Distribution,25652100,0.055,1286629,,6.18,,
CBRE,2023,Q,4,Pittsburgh,Pittsburgh Total,,,151708918,0.044,1434902,,9.18,,
CBRE,2023,Q,4,Polk County,Polk East,,Warehouse/Distribution,15658649,0.073,0,1296800,7.49,,
CBRE,2023,Q,4,Polk County,Polk West,,Warehouse/Distribution,35826461,0.086,-8157,803440,7.29,,
CBRE,2023,Q,4,Polk County,Polk County Total,,Warehouse/Distribution,51485110,0.082,-8157,2100240,7.36,,
CBRE,2023,Q,4,Portland,Northeast,,Industrial,50195517,0.045,92130,742760,,,
CBRE,2023,Q,4,Portland,Northwest,,Industrial,39789837,0.043,-36590,293480,,,
CBRE,2023,Q,4,Portland,Southeast,,Industrial,31333727,0.018,-3841,,,,
CBRE,2023,Q,4,Portland,Southwest,,Industrial,39028669,0.026,7616,445007,,,
CBRE,2023,Q,4,Portland,Sunset Corridor,,Industrial,32493262,0.016,-60856,155500,,,
CBRE,2023,Q,4,Portland,Clark County,,Industrial,27415886,0.039,190034,1460580,,,
CBRE,2023,Q,4,Portland,Total,,Industrial,220256898,0.033,188493,2803847,,,
CBRE,2023,Q,4,Puget Sound,Seattle Close-In,Downtown/Lake Union,,1812431,0.146,1309,0,,,
CBRE,2023,Q,4,Puget Sound,Seattle Close-In,North Seattle/Interbay,,6854147,0.119,-37754,0,,,
CBRE,2023,Q,4,Puget Sound,Seattle Close-In,East Seattle/Capitol Hill/Rainier Valley,,1922754,0.137,-23040,0,,,
CBRE,2023,Q,4,Puget Sound,Seattle Close-In,South/West Seattle,,40494359,0.07,-41209,702429,,,
CBRE,2023,Q,4,Puget Sound,Seattle Close-In,,,51083691,0.082,-100694,702429,1.46,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,SeaTac,,6021671,0.028,-26552,315520,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Tukwila,,12161553,0.079,-89413,0,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Renton,,16164753,0.019,-78640,0,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Kent,,48878073,0.054,348830,223517,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Auburn,,27986117,0.032,346949,105208,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Federal Way,,2075875,0.286,-20281,1023692,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,Sumner,,19386608,0.065,-714859,25000,,,
CBRE,2023,Q,4,Puget Sound,Kent Valley,,,132674650,0.051,-233966,1692937,1.07,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Port of Tacoma,,12555020,0.029,3000,0,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Tacoma West,,5845188,0.031,-2916,11900,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Fife,,13201921,0.024,-46405,111500,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Puyallup,,8316378,0.067,80608,340744,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Frederickson,,12088375,0.137,169045,4353557,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Lakewood,,7185646,0.07,-13988,145896,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,DuPont,,4635287,0.105,0,0,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,Gig Harbor,,757586,0.182,33416,0,,,
CBRE,2023,Q,4,Puget Sound,Tacoma/Fife,,,64585401,0.065,222760,4963597,0.96,,
CBRE,2023,Q,4,Puget Sound,Eastside,Bellevue,,2030527,0.039,12643,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,I-90 Corridor,,2536825,0.109,5673,115575,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Kirkland/Totem Lake,,2429959,0.078,-10380,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Overlake,,704781,0.273,-19797,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Marymoor,,3484130,0.017,0,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Willows,,3834195,0.073,-12240,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Bothell,,3110428,0.083,2212,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,Woodinville/Maltby,,6886356,0.028,62845,0,,,
CBRE,2023,Q,4,Puget Sound,Eastside,,,25017201,0.061,40956,115575,1.9,,
CBRE,2023,Q,4,Puget Sound,Northend,Lynnwood/Edmonds/Mtlk Terrace,,2579822,0.035,-11242,0,,,
CBRE,2023,Q,4,Puget Sound,Northend,Monroe,,2041027,0.106,-2478,0,,,
CBRE,2023,Q,4,Puget Sound,Northend,Mukilteo,,2980771,0.087,-1440,0,,,
CBRE,2023,Q,4,Puget Sound,Northend,Everett,,10634862,0.107,59539,166590,,,
CBRE,2023,Q,4,Puget Sound,Northend,No. Snohomish,,5343550,0.15,76504,483258,,,
CBRE,2023,Q,4,Puget Sound,Northend,,,23580032,0.106,120883,649848,1.09,,
CBRE,2023,Q,4,Puget Sound,Thurston County,Lacey,,12250673,0.039,162678,188000,,,
CBRE,2023,Q,4,Puget Sound,Thurston County,Olympia,,822123,0,0,0,,,
CBRE,2023,Q,4,Puget Sound,Thurston County,Tumwater,,4663382,0.105,8300,10056,,,
CBRE,2023,Q,4,Puget Sound,Thurston County,Outlying Thurston,,77250,0,0,299000,,,
CBRE,2023,Q,4,Puget Sound,Thurston County,,,17813428,0.054,170978,497056,0.75,,
CBRE,2023,Q,4,Puget Sound,Lewis County,,,5638167,0,0,0,0.49,,
CBRE,2023,Q,4,Puget Sound,,,Whse/Bus Pk/Manuf,287353382,0.062,43380,8124386,1.15,,
CBRE,2023,Q,4,Puget Sound,,,Flex,9587593,0.136,6559,0,2.03,,
CBRE,2023,Q,4,Puget Sound,Puget Sound (3-county),,,296940975,0.065,49939,8124386,1.21,,
CBRE,2023,Q,4,Puget Sound,Five-County Total,,,320392570,0.063,220917,8621442,1.16,,
CBRE,2023,Q,4,Raleigh Durham,West Raleigh,,Warehouse,,,,,12.23,,
CBRE,2023,Q,4,Raleigh Durham,US 70/Glenwood Avenue,,Warehouse,,0.005,-10563,,9.88,,
CBRE,2023,Q,4,Raleigh Durham,Six Forks/Falls of Neuse Road,,Warehouse,,0.054,-55070,,9.64,,
CBRE,2023,Q,4,Raleigh Durham,US 1/Capital Boulevard,,Warehouse,,0.036,-145045,,7.25,,
CBRE,2023,Q,4,Raleigh Durham,Eastern Wake,,Warehouse,,0.058,675692,1043426,10.1,,
CBRE,2023,Q,4,Raleigh Durham,Southern Wake,,Warehouse,,0.043,286328,42960,10.62,,
CBRE,2023,Q,4,Raleigh Durham,Cary,,Warehouse,,,-9723,,10.6,,
CBRE,2023,Q,4,Raleigh Durham,RTP/I-40 Corridor,,Warehouse,,0.027,-140007,57000,10.02,,
CBRE,2023,Q,4,Raleigh Durham,North Durham,,Warehouse,,0.035,8126,541200,13.62,,
CBRE,2023,Q,4,Raleigh Durham,South Durham,,Warehouse,,,-12320,,11.52,,
CBRE,2023,Q,4,Raleigh Durham,Orange County,,Warehouse,,0.129,243992,805200,8.88,,
CBRE,2023,Q,4,Raleigh Durham,Core Market Totals,,Warehouse,74804902,0.044,896791,2489786,10.14,,
CBRE,2023,Q,4,Raleigh Durham,Johnston County,,Warehouse,,0.107,361690,254606,6.75,,
CBRE,2023,Q,4,Raleigh Durham,US 1/64 West Corridor,,Warehouse,,0.034,-140440,628000,5.64,,
CBRE,2023,Q,4,Raleigh Durham,Franklin County,,Warehouse,,0.027,-82846,394430,8.08,,
CBRE,2023,Q,4,Raleigh Durham,Granville County,,Warehouse,5513987,0.031,,399678,7.93,,
CBRE,2023,Q,4,Raleigh Durham,Outlying Market Totals,,Warehouse,27233144,0.058,138404,1277036,6.77,,
CBRE,2023,Q,4,Raleigh Durham,Market Totals,,Warehouse,102038046,0.048,2032587,3766822,9.08,,
CBRE,2023,Q,4,Reno,Central/Airport,,Bulk,8125560,0.033,6465,,0.94,,
CBRE,2023,Q,4,Reno,East Valley,,Bulk,30117330,0.062,174640,,0.77,,
CBRE,2023,Q,4,Reno,North Valley,,Bulk,26780301,0.035,210077,,0.86,,
CBRE,2023,Q,4,Reno,South Reno,,Bulk,8165098,0.042,404651,,1,,
CBRE,2023,Q,4,Reno,Sparks,,Bulk,27827143,0.025,17444,,0.93,,
CBRE,2023,Q,4,Reno,West Reno,,Bulk,2385563,0.114,62026,,1.1,,
CBRE,2023,Q,4,Reno,Market Total,,Bulk,103400995,0.042,875303,,0.87,,
CBRE,2023,Q,4,Richmond,Northeast,,Warehouse,4970631,0.01,-29200,323475,9.39,,
CBRE,2023,Q,4,Richmond,Northwest,,Warehouse,22007801,0.051,-324785,1117087,7.89,,
CBRE,2023,Q,4,Richmond,Southeast,,Warehouse,32445948,0.037,92424,696178,7.04,,
CBRE,2023,Q,4,Richmond,Southwest,,Warehouse,25390049,0.049,25980,505068,6.83,,
CBRE,2023,Q,4,Richmond,Total,,Warehouse,84814429,0.043,-235581,2641808,7.3,,
CBRE,2023,Q,4,Sacramento Snapshot,Northgate/Natomas,,Distribution - Class A,12783894,0.157,,,0.8,,
CBRE,2023,Q,4,Sacramento Snapshot,Northgate/Natomas,,Distribution Class B,1509235,0.143,,,0.88,,
CBRE,2023,Q,4,Sacramento Snapshot,Richards,,Distribution - Class B,1152769,0,,,0.58,,
CBRE,2023,Q,4,Sacramento Snapshot,West Sacramento,,Distribution - Class A,8349898,0.129,,,0.82,,
