Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q,LocationID,Prev_Year,Prev_Period_Type,Prev_Period_Number,Prev_Inventory_SF,Prev_Vacancy_Q,Prev_Asking_Rent_Q,Prev_Net_Absorption_Q,Quarter_Gap,Rent_Pct_Change,Inventory_Pct_Change,Vacancy_Pct_Change,Net_Absorption_Change
CBRE,2025,Q,2,San Francisco,Mission/Potrero,N/A,Industrial,8097658.0,0.053,43236.0,0.0,2.09,,,San Francisco_Mission/Potrero_N/A_Industrial,2024,Q,4,8022896.0,0.056,2.06,-18900.0,2,1.0,1.0,-5.0,6213600.0
CBRE,2023,Q,2,San Francisco,Mission/Potrero,N/A,N/A,8025330.0,0.0301,54454.0,0.0,2.56,0.0,,San Francisco_Mission/Potrero_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,San Francisco,Mission/Potrero,N/A,N/A,8012512.0,0.054,5084.0,0.0,2.12,0.0,,San Francisco_Mission/Potrero_N/A_N/A,2023,Q,2,8025330.0,0.0301,2.56,54454.0,5,-17.0,-0.0,79.0,-4937000.0
CBRE,2025,Q,1,San Francisco,Mission/Potrero,N/A,N/A,8002879.0,0.06,-29187.0,,2.12,,,San Francisco_Mission/Potrero_N/A_N/A,2024,Q,3,8012512.0,0.054,2.12,5084.0,2,0.0,-0.0,11.0,-3427100.0
CBRE,2024,Q,3,San Francisco,N/A,N/A,Manufacturing,2941163.0,0.256,-46760.0,0.0,2.15,0.0,,San Francisco_N/A_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,San Francisco,N/A,N/A,Warehouse,18692075.0,0.064,-68230.0,0.0,2.16,0.0,,San Francisco_N/A_N/A_Warehouse,,,,,,,,,,,,
CBRE,2024,Q,4,San Francisco,San Francisco Total Market,N/A,Industrial,21878473.0,0.083,103117.0,0.0,1.8,,,San Francisco_San Francisco Total Market_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,San Francisco,San Francisco Total Market,N/A,Industrial,22083605.0,0.095,-76510.0,0.0,1.79,,,San Francisco_San Francisco Total Market_N/A_Industrial,2024,Q,4,21878473.0,0.083,1.8,103117.0,2,-1.0,1.0,14.000000000000002,-17962700.0
CBRE,2025,Q,2,San Francisco,San Francisco Total Market,N/A,Manufacturing,3326646.0,0.173,73014.0,0.0,1.92,,,San Francisco_San Francisco Total Market_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,San Francisco,San Francisco Total Market,N/A,N/A,21633238.0,0.09,-114990.0,0.0,2.15,0.0,,San Francisco_San Francisco Total Market_N/A_N/A,,,,,,,,,,,,
CBRE,2025,Q,2,San Francisco,San Francisco Total Market,N/A,Warehouse,18756959.0,0.081,-149524.0,0.0,1.74,,,San Francisco_San Francisco Total Market_N/A_Warehouse,,,,,,,,,,,,
CBRE,2023,Q,4,San Francisco,Showplace Square,N/A,Industrial,921579.0,0.1043,-14611.0,,2.2,,,San Francisco_Showplace Square_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Francisco,Showplace Square,N/A,Industrial,921579.0,0.098,5421.0,,2.2,,,San Francisco_Showplace Square_N/A_Industrial,2023,Q,4,921579.0,0.1043,2.2,-14611.0,1,0.0,0.0,-6.0,2003200.0
CBRE,2024,Q,4,San Francisco,Showplace Square,N/A,Industrial,927717.0,0.077,33331.0,0.0,1.99,,,San Francisco_Showplace Square_N/A_Industrial,2024,Q,1,921579.0,0.098,2.2,5421.0,3,-10.0,1.0,-21.0,2791000.0
CBRE,2025,Q,2,San Francisco,Showplace Square,N/A,Industrial,921628.0,0.119,4870.0,0.0,1.81,,,San Francisco_Showplace Square_N/A_Industrial,2024,Q,4,927717.0,0.077,1.99,33331.0,2,-9.0,-1.0,55.00000000000001,-2846100.0
CBRE,2023,Q,2,San Francisco,Showplace Square,N/A,N/A,1000590.0,0.054,-1000.0,0.0,3.22,0.0,,San Francisco_Showplace Square_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,San Francisco,Showplace Square,N/A,N/A,922677.0,0.114,-14266.0,0.0,1.99,0.0,,San Francisco_Showplace Square_N/A_N/A,2023,Q,2,1000590.0,0.054,3.22,-1000.0,5,-38.0,-8.0,111.00000000000001,-1326600.0
CBRE,2025,Q,1,San Francisco,Showplace Square,N/A,N/A,921628.0,0.124,-30457.0,,2.15,,,San Francisco_Showplace Square_N/A_N/A,2024,Q,3,922677.0,0.114,1.99,-14266.0,2,8.0,-0.0,9.0,-1619100.0
CBRE,2023,Q,4,San Francisco,South of Market,N/A,Industrial,2227425.0,0.1774,-72789.0,,2.63,,,San Francisco_South of Market_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Francisco,South of Market,N/A,Industrial,2261867.0,0.178,17138.0,,2.57,,,San Francisco_South of Market_N/A_Industrial,2023,Q,4,2227425.0,0.1774,2.63,-72789.0,1,-2.0,2.0,0.0,8992700.0
CBRE,2024,Q,4,San Francisco,South of Market,N/A,Industrial,2241955.0,0.166,54730.0,0.0,2.26,,,San Francisco_South of Market_N/A_Industrial,2024,Q,1,2261867.0,0.178,2.57,17138.0,3,-12.0,-1.0,-7.000000000000001,3759200.0
CBRE,2025,Q,2,San Francisco,South of Market,N/A,Industrial,2301415.0,0.17,25875.0,0.0,2.17,,,San Francisco_South of Market_N/A_Industrial,2024,Q,4,2241955.0,0.166,2.26,54730.0,2,-4.0,3.0,2.0,-2885500.0
CBRE,2023,Q,2,San Francisco,South of Market,N/A,N/A,2235352.0,0.1239,-27642.0,0.0,2.84,0.0,,San Francisco_South of Market_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,San Francisco,South of Market,N/A,N/A,2252710.0,0.197,-7474.0,0.0,2.52,0.0,,San Francisco_South of Market_N/A_N/A,2023,Q,2,2235352.0,0.1239,2.84,-27642.0,5,-11.0,1.0,59.0,2016800.0
CBRE,2025,Q,1,San Francisco,South of Market,N/A,N/A,2322615.0,0.172,-3454.0,,2.21,,,San Francisco_South of Market_N/A_N/A,2024,Q,3,2252710.0,0.197,2.52,-7474.0,2,-12.0,3.0,-13.0,402000.0
CBRE,2025,Q,1,San Francisco,Total Market,N/A,Manufacturing,3129416.0,0.192,-47703.0,,1.94,,,San Francisco_Total Market_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,1,San Francisco,Total Market,N/A,Warehouse,18836003.0,0.073,-73254.0,,1.76,,,San Francisco_Total Market_N/A_Warehouse,,,,,,,,,,,,
CBRE,2024,Q,4,San Francisco,Total,N/A,Manufacturing,2941202.0,0.175,222596.0,0.0,1.93,,,San Francisco_Total_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,4,San Francisco,Total,N/A,Warehouse,18937271.0,0.069,-119479.0,0.0,1.77,,,San Francisco_Total_N/A_Warehouse,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Azusa,N/A,Industrial,7985903.0,0.017,31120.0,0.0,1.22,0.0,45320.0,San Gabriel Valley_Azusa_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Baldwin Park,N/A,Industrial,4328591.0,0.034,17696.0,0.0,1.52,132254.0,30665.0,San Gabriel Valley_Baldwin Park_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,City of Industry,N/A,Industrial,82518303.0,0.04,-712059.0,1607072.0,1.57,147490.0,995392.0,San Gabriel Valley_City of Industry_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,El Monte,N/A,Industrial,11177200.0,0.007,0.0,360992.0,1.29,0.0,0.0,San Gabriel Valley_El Monte_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Glendora/San Dimas/La Verne,N/A,Industrial,6421419.0,0.026,-11569.0,0.0,1.23,0.0,10362.0,San Gabriel Valley_Glendora/San Dimas/La Verne_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Irwindale,N/A,Industrial,14889497.0,0.027,338098.0,130063.0,1.48,260889.0,69045.0,San Gabriel Valley_Irwindale_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Monrovia/Duarte,N/A,Industrial,6360799.0,0.029,-17576.0,0.0,1.25,0.0,18200.0,San Gabriel Valley_Monrovia/Duarte_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Pomona,N/A,Industrial,20028577.0,0.016,-182134.0,230000.0,1.23,0.0,36603.0,San Gabriel Valley_Pomona_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,SAN GABRIEL VALLEY,N/A,Industrial,161303380.0,0.03,-517374.0,2328127.0,1.46,540633.0,1224637.0,San Gabriel Valley_SAN GABRIEL VALLEY_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,South El Monte,N/A,Industrial,6950997.0,0.005,19050.0,0.0,1.1,0.0,19050.0,San Gabriel Valley_South El Monte_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,San Gabriel Valley,Walnut,N/A,Industrial,642094.0,0.017,0.0,0.0,1.31,0.0,0.0,San Gabriel Valley_Walnut_N/A_Industrial,,,,,,,,,,,,
CBRE,2021,Q,1,Savannah,Savannah Market,N/A,Overall,77228420.0,0.033,762012.0,8510808.0,5.39,,,Savannah_Savannah Market_N/A_Overall,,,,,,,,,,,,
CBRE,2021,Q,2,Savannah,Savannah Market,N/A,Overall,79163460.0,0.035,2679277.0,9137976.0,5.4,1935040.0,,Savannah_Savannah Market_N/A_Overall,2021,Q,1,77228420.0,0.033,5.39,762012.0,1,0.0,3.0,6.0,191726500.0
CBRE,2021,Q,3,Savannah,Savannah Market,N/A,Overall,84159877.0,0.034,3096492.0,15220384.0,5.48,4996417.0,,Savannah_Savannah Market_N/A_Overall,2021,Q,2,79163460.0,0.035,5.4,2679277.0,1,1.0,6.0,-3.0,41721500.0
CBRE,2021,Q,4,Savannah,Savannah Market,N/A,Overall,86731654.0,0.031,3070295.0,17657211.0,5.48,2571777.0,,Savannah_Savannah Market_N/A_Overall,2021,Q,3,84159877.0,0.034,5.48,3096492.0,1,0.0,3.0,-9.0,-2619700.0
CBRE,2022,Q,1,Savannah,Savannah Market,N/A,Overall,88028901.0,0.012,1830498.0,21282226.0,5.48,1297247.0,,Savannah_Savannah Market_N/A_Overall,2021,Q,4,86731654.0,0.031,5.48,3070295.0,1,0.0,1.0,-61.0,-123979700.0
CBRE,2022,Q,2,Savannah,Savannah Market,N/A,Overall,91402603.0,0.007,3133220.0,23024169.0,5.79,3373702.0,,Savannah_Savannah Market_N/A_Overall,2022,Q,1,88028901.0,0.012,5.48,1830498.0,1,6.0,4.0,-42.0,130272200.0
CBRE,2022,Q,3,Savannah,Savannah Market,N/A,Overall,94415220.0,0.005,4632622.0,25435509.0,6.02,3012617.0,,Savannah_Savannah Market_N/A_Overall,2022,Q,2,91402603.0,0.007,5.79,3133220.0,1,4.0,3.0,-28.999999999999996,149940200.0
CBRE,2022,Q,4,Savannah,Savannah Market,N/A,Overall,100367620.0,0.008,6858881.0,26269775.0,6.09,5952400.0,,Savannah_Savannah Market_N/A_Overall,2022,Q,3,94415220.0,0.005,6.02,4632622.0,1,1.0,6.0,60.0,222625900.0
CBRE,2023,Q,1,Savannah,Savannah Market,N/A,Overall,112311136.0,0.013,1233852.0,27488379.0,6.24,11943516.0,,Savannah_Savannah Market_N/A_Overall,2022,Q,4,100367620.0,0.008,6.09,6858881.0,1,2.0,12.0,62.0,-562502900.0
CBRE,2023,Q,2,Savannah,Savannah Market,N/A,Overall,119965673.0,0.043,3863053.0,25830552.0,6.34,7654537.0,,Savannah_Savannah Market_N/A_Overall,2023,Q,1,112311136.0,0.013,6.24,1233852.0,1,2.0,7.000000000000001,231.0,262920100.0
CBRE,2023,Q,3,Savannah,Savannah Market,N/A,Overall,126757965.0,0.062,4068008.0,20136588.0,7.2,6792292.0,,Savannah_Savannah Market_N/A_Overall,2023,Q,2,119965673.0,0.043,6.34,3863053.0,1,14.000000000000002,6.0,44.0,20495500.0
CBRE,2023,Q,4,Savannah,Savannah Market,N/A,Overall,133428806.0,0.078,4173269.0,17365883.0,7.3,6670841.0,,Savannah_Savannah Market_N/A_Overall,2023,Q,3,126757965.0,0.062,7.2,4068008.0,1,1.0,5.0,26.0,10526100.0
CBRE,2024,Q,1,Savannah,Savannah Market,N/A,Overall,136282965.0,0.079,2552497.0,17876210.0,7.07,2854159.0,,Savannah_Savannah Market_N/A_Overall,2023,Q,4,133428806.0,0.078,7.3,4173269.0,1,-3.0,2.0,1.0,-162077200.0
CBRE,2024,Q,2,Savannah,Savannah Market,N/A,Overall,141527637.0,0.094,2608215.0,14421189.0,7.2,5244672.0,,Savannah_Savannah Market_N/A_Overall,2024,Q,1,136282965.0,0.079,7.07,2552497.0,1,2.0,4.0,19.0,5571800.0
CBRE,2024,Q,3,Savannah,Savannah Market,N/A,Overall,144852304.0,0.098,2522387.0,10834197.0,7.12,3324667.0,,Savannah_Savannah Market_N/A_Overall,2024,Q,2,141527637.0,0.094,7.2,2608215.0,1,-1.0,2.0,4.0,-8582800.0
CBRE,2024,Q,4,Savannah,Savannah Market,N/A,Overall,147268791.0,0.102,1598644.0,9913338.0,7.07,2416487.0,,Savannah_Savannah Market_N/A_Overall,2024,Q,3,144852304.0,0.098,7.12,2522387.0,1,-1.0,2.0,4.0,-92374300.0
CBRE,2025,Q,1,Savannah,Savannah Market,N/A,Overall,150117211.0,0.118,233165.0,7582798.0,7.21,2848420.0,,Savannah_Savannah Market_N/A_Overall,2024,Q,4,147268791.0,0.102,7.07,1598644.0,1,2.0,2.0,16.0,-136547900.0
CBRE,2024,Q,3,Silicon Valley Snap R and D,Fremont/Newark,N/A,N/A,23024400.0,0.105,-558527.0,,2.02,,538865.0,Silicon Valley Snap R and D_Fremont/Newark_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Milpitas,N/A,N/A,12517020.0,0.125,24192.0,,2.35,,243114.0,Silicon Valley Snap R and D_Milpitas_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Mountain View/Los Altos,N/A,N/A,11235907.0,0.14,-37555.0,,4.01,,98567.0,Silicon Valley Snap R and D_Mountain View/Los Altos_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Palo Alto,N/A,N/A,10961775.0,0.132,35382.0,,6.09,,86054.0,Silicon Valley Snap R and D_Palo Alto_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose IBP,N/A,N/A,9897600.0,0.056,-9605.0,,1.81,,6377.0,Silicon Valley Snap R and D_San Jose IBP_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose North,N/A,N/A,23553627.0,0.15,207066.0,,2.75,,507255.0,Silicon Valley Snap R and D_San Jose North_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose South,N/A,N/A,9380418.0,0.137,-14848.0,,1.87,,68344.0,Silicon Valley Snap R and D_San Jose South_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Santa Clara,N/A,N/A,19943286.0,0.134,-161236.0,,2.55,,215024.0,Silicon Valley Snap R and D_Santa Clara_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Silicon Valley,N/A,N/A,143482834.0,0.12,-658186.0,847000.0,2.88,0.0,2253992.0,Silicon Valley Snap R and D_Silicon Valley_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Sunnyvale,N/A,N/A,18551858.0,0.107,-143055.0,,3.69,,431261.0,Silicon Valley Snap R and D_Sunnyvale_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snap R and D,West Valley,N/A,N/A,4416943.0,0.058,0.0,,2.63,,59131.0,Silicon Valley Snap R and D_West Valley_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Fremont/Newark,N/A,Advanced Manufacturing,8344418.0,0.074,61213.0,0.0,1.99,0.0,127452.0,Silicon Valley Snapshot_Fremont/Newark_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Fremont/Newark,N/A,Manufacturing,17281580.0,0.019,-7345.0,0.0,1.8,0.0,102448.0,Silicon Valley Snapshot_Fremont/Newark_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Fremont/Newark,N/A,N/A,37590850.0,0.038,-5062.0,0.0,1.75,0.0,440376.0,Silicon Valley Snapshot_Fremont/Newark_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Fremont/Newark,N/A,Warehouse/Distribution,11964852.0,0.041,-58930.0,0.0,1.65,0.0,210476.0,Silicon Valley Snapshot_Fremont/Newark_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Milpitas,N/A,Advanced Manufacturing,1191965.0,0.0,0.0,0.0,2.05,0.0,0.0,Silicon Valley Snapshot_Milpitas_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Milpitas,N/A,Manufacturing,2624471.0,0.069,-137920.0,0.0,1.8,0.0,27422.0,Silicon Valley Snapshot_Milpitas_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Milpitas,N/A,N/A,9713520.0,0.044,-173711.0,0.0,1.65,0.0,48417.0,Silicon Valley Snapshot_Milpitas_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Milpitas,N/A,Warehouse/Distribution,5897084.0,0.041,-35791.0,0.0,1.54,0.0,20995.0,Silicon Valley Snapshot_Milpitas_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Mountain View/Los Altos,N/A,Manufacturing,1662510.0,0.054,-18510.0,0.0,2.86,0.0,0.0,Silicon Valley Snapshot_Mountain View/Los Altos_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Mountain View/Los Altos,N/A,N/A,1805807.0,0.05,-18510.0,0.0,2.86,0.0,0.0,Silicon Valley Snapshot_Mountain View/Los Altos_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Mountain View/Los Altos,N/A,Warehouse/Distribution,143297.0,0.0,0.0,0.0,2.4,0.0,0.0,Silicon Valley Snapshot_Mountain View/Los Altos_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,N/A,N/A,Advanced Manufacturing,11419642.0,0.054,61213.0,0.0,2.02,0.0,127452.0,Silicon Valley Snapshot_N/A_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,N/A,N/A,Manufacturing,55904832.0,0.023,-124600.0,0.0,1.78,0.0,466374.0,Silicon Valley Snapshot_N/A_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,N/A,N/A,Warehouse/Distribution,42150735.0,0.037,-79599.0,0.0,1.59,0.0,731441.0,Silicon Valley Snapshot_N/A_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,N/A,Manufacturing,1292057.0,0.037,-1700.0,0.0,1.95,0.0,0.0,Silicon Valley Snapshot_Palo Alto_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,N/A,N/A,1318677.0,0.044,-1700.0,0.0,2.08,0.0,0.0,Silicon Valley Snapshot_Palo Alto_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,N/A,Warehouse/Distribution,26620.0,0.398,0.0,0.0,2.55,0.0,0.0,Silicon Valley Snapshot_Palo Alto_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-IBP/Downtown,N/A,Advanced Manufacturing,680520.0,0.0,0.0,0.0,0.0,0.0,,Silicon Valley Snapshot_San Jose-IBP/Downtown_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-IBP/Downtown,N/A,Manufacturing,7380886.0,0.019,-11088.0,0.0,1.69,0.0,58456.0,Silicon Valley Snapshot_San Jose-IBP/Downtown_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-IBP/Downtown,N/A,N/A,12583594.0,0.048,-21816.0,0.0,1.53,0.0,226888.0,Silicon Valley Snapshot_San Jose-IBP/Downtown_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-IBP/Downtown,N/A,Warehouse/Distribution,4522188.0,0.101,-10728.0,0.0,1.5,0.0,196232.0,Silicon Valley Snapshot_San Jose-IBP/Downtown_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-North,N/A,Advanced Manufacturing,563211.0,0.0,0.0,0.0,0.0,0.0,,Silicon Valley Snapshot_San Jose-North_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-North,N/A,Manufacturing,4229634.0,0.024,9980.0,0.0,1.66,0.0,88626.0,Silicon Valley Snapshot_San Jose-North_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-North,N/A,N/A,10518781.0,0.014,9980.0,0.0,1.61,0.0,88626.0,Silicon Valley Snapshot_San Jose-North_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-North,N/A,Warehouse/Distribution,5725936.0,0.008,0.0,0.0,1.56,0.0,0.0,Silicon Valley Snapshot_San Jose-North_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-South,N/A,Advanced Manufacturing,639528.0,0.0,0.0,0.0,1.8,0.0,0.0,Silicon Valley Snapshot_San Jose-South_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-South,N/A,Manufacturing,5784976.0,0.026,-31233.0,0.0,1.54,0.0,47451.0,Silicon Valley Snapshot_San Jose-South_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-South,N/A,N/A,12761633.0,0.023,-5383.0,0.0,1.47,0.0,137272.0,Silicon Valley Snapshot_San Jose-South_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,San Jose-South,N/A,Warehouse/Distribution,6337129.0,0.022,25850.0,0.0,1.4,0.0,125162.0,Silicon Valley Snapshot_San Jose-South_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Santa Clara,N/A,Manufacturing,10732849.0,0.02,32066.0,0.0,1.85,0.0,58946.0,Silicon Valley Snapshot_Santa Clara_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Santa Clara,N/A,N/A,15902350.0,0.024,32066.0,0.0,1.75,0.0,155303.0,Silicon Valley Snapshot_Santa Clara_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Santa Clara,N/A,Warehouse/Distribution,5169501.0,0.032,0.0,0.0,1.65,0.0,105814.0,Silicon Valley Snapshot_Santa Clara_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Silicon Valley,N/A,N/A,109475209.0,0.032,-142986.0,2000000.0,1.72,0.0,2577936.0,Silicon Valley Snapshot_Silicon Valley_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Sunnyvale,N/A,Manufacturing,3538218.0,0.003,0.0,0.0,2.75,0.0,15773.0,Silicon Valley Snapshot_Sunnyvale_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Sunnyvale,N/A,N/A,5701124.0,0.006,0.0,0.0,2.75,0.0,86400.0,Silicon Valley Snapshot_Sunnyvale_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,Sunnyvale,N/A,Warehouse/Distribution,2162906.0,0.01,0.0,0.0,2.05,0.0,70627.0,Silicon Valley Snapshot_Sunnyvale_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,West Valley,N/A,Manufacturing,1377651.0,0.025,41150.0,0.0,2.25,0.0,67252.0,Silicon Valley Snapshot_West Valley_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,West Valley,N/A,N/A,1578873.0,0.022,41150.0,0.0,2.25,0.0,69387.0,Silicon Valley Snapshot_West Valley_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Silicon Valley Snapshot,West Valley,N/A,Warehouse/Distribution,201222.0,0.0,0.0,0.0,2.15,0.0,2135.0,Silicon Valley Snapshot_West Valley_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,4,Silicon Valley,Fremont/Newark,N/A,Advanced Manufacturing,8344418.0,0.074,0.0,,2.05,,0.0,Silicon Valley_Fremont/Newark_N/A_Advanced Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,1,Silicon Valley,Fremont/Newark,N/A,Advanced Manufacturing,9006642.0,0.121,190503.0,,2.02,,190503.0,Silicon Valley_Fremont/Newark_N/A_Advanced Manufacturing,2024,Q,4,8344418.0,0.074,2.05,0.0,1,-1.0,8.0,64.0,19050300.0
CBRE,2024,Q,1,Silicon Valley,Fremont/Newark,N/A,Industrial,37316508.0,0.034,-312188.0,,,1.65,,Silicon Valley_Fremont/Newark_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Silicon Valley,Fremont/Newark,N/A,Industrial,37594613.0,0.04,-37867.0,,1.66,,257817.0,Silicon Valley_Fremont/Newark_N/A_Industrial,2024,Q,1,37316508.0,0.034,,-312188.0,3,,1.0,18.0,27432100.0
CBRE,2023,Q,1,Silicon Valley,Fremont/Newark,N/A,Manufacturing,37078743.0,0.029,-451040.0,,1.6,,,Silicon Valley_Fremont/Newark_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2023,Q,2,Silicon Valley,Fremont/Newark,N/A,Manufacturing,37213952.0,0.025,201290.0,,1.64,,,Silicon Valley_Fremont/Newark_N/A_Manufacturing,2023,Q,1,37078743.0,0.029,1.6,-451040.0,1,2.0,0.0,-14.000000000000002,65233000.0
CBRE,2024,Q,4,Silicon Valley,Fremont/Newark,N/A,Manufacturing,17281580.0,0.019,1598.0,,1.7,,66941.0,Silicon Valley_Fremont/Newark_N/A_Manufacturing,2023,Q,2,37213952.0,0.025,1.64,201290.0,6,4.0,-54.0,-24.0,-19969200.0
